"186,270,560,1398,1853",1
"186,270,560,1553",4
"186,270,560,1553,1853",1
"186,270,560,1783",3
"186,270,560,1799",2
"186,270,560,1853",19
"186,270,560,1920",2
"186,270,560,611",2
"186,270,560,741",23
"186,270,560,741,1799",1
"186,270,560,741,1853",4
"186,270,611",4
"186,270,611,1799",1
"186,270,741",98
"186,270,741,1398",6
"186,270,741,1398,1553",1
"186,270,741,1398,1853",1
"186,270,741,1553",1
"186,270,741,1676",1
"186,270,741,1799",3
"186,270,741,1853",9
"186,313",10
"186,313,1398",1
"186,313,1783",1
"186,313,1853",2
"186,313,560",5
"186,313,560,1783",1
"186,313,560,741",1
"186,313,560,741,1783",1
"186,313,611",1
"186,313,741",3
"186,313,741,1783",1
"186,313,741,1853",1
"186,560",385
"186,560,1001",1
"186,560,1398",56
"186,560,1398,1553",4
"186,560,1398,1553,1853",1
"186,560,1398,1799",2
"186,560,1398,1853",9
"186,560,1398,1920",2
"186,560,1427",1
"186,560,1553",11
"186,560,1553,1783",1
"186,560,1553,1853",2
"186,560,1676",1
"186,560,1676,1853",1
"186,560,1783",12
"186,560,1783,1920",1
"186,560,1799",4
"186,560,1853",62
"186,560,1920",5
"186,560,611",2
"186,560,741",93
"186,560,741,1398",8
"186,560,741,1398,1799",1
"186,560,741,1398,1853",3
"186,560,741,1553",2
"186,560,741,1783",1
"186,560,741,1799",2
"186,560,741,1853",17
"186,611",31
"186,611,1398",1
"186,611,1398,1799",1
"186,611,1799",3
"186,611,1853",1
"186,611,741",6
"186,611,741,1853",1
"186,691",1
"186,691,1553",1
"186,741",668
"186,741,1398",98
"186,741,1398,1553",15
"186,741,1398,1553,1783",2
"186,741,1398,1553,1853",5
"186,741,1398,1676",1
"186,741,1398,1783",10
"186,741,1398,1783,1853",5
"186,741,1398,1799",1
"186,741,1398,1853",33
"186,741,1553",32
"186,741,1553,1783",3
"186,741,1553,1853",7
"186,741,1676",3
"186,741,1783",25
"186,741,1783,1853",7
"186,741,1799",7
"186,741,1853",109
"186,741,1920",6
"186,956",1
"186,956,1920",1
1860,1759
1861,2204
"1861,1953",3
1862,5120
"1862,1924",43
"1862,1953",8
1863,2610
1864,2138
"1864,1895",9
1865,1864
"1865,1900",561
1866,1969
1867,2577
"1867,1886",1
"1867,1927",254
"1867,1927,1934",89
"1867,1934",284
1868,1885
1869,2123
187,1795
"187,1174",519
"187,1174,1389",312
"187,1174,1389,1783",2
"187,1174,1783",4
"187,1362",2
"187,1362,1389",1
"187,1389",774
"187,1389,1783",4
"187,1783",8
"187,874",222
"187,874,1174",132
"187,874,1174,1389",102
"187,874,1174,1389,1783",1
"187,874,1174,1783",2
"187,874,1389",155
"187,874,1389,1783",1
"187,874,1783",3
"187,874,956",1
"187,874,956,1389",1
"187,956",3
"187,956,1389",1
1870,2381
"1870,1911",5
1871,1834
1872,7311
1873,1952
1874,3943
"1874,1883",73
"1874,1911",8
"1874,1911,1912",1
"1874,1912",61
"1874,1912,1953",4
"1874,1924",2
"1874,1953",66
1875,2131
"1875,1876",1
"1875,1895",1
"1875,1929",9
"1875,1953",1
1876,4020
1877,3283
1878,5008
"1878,1897",2397
1879,3829
188,2055
"188,1282",40
"188,1282,1783",1
"188,1282,1855",17
"188,1362",1
"188,1362,1855",1
"188,1704",2
"188,1783",23
"188,1783,1855",8
"188,1799",2
"188,1855",945
"188,313",1
"188,519",267
"188,519,1282",4
"188,519,1282,1855",3
"188,519,1783",1
"188,519,1855",172
"188,519,706",3
"188,519,706,1855",1
"188,519,706,874",1
"188,519,706,874,1855",1
"188,519,874",6
"188,519,874,1855",4
"188,594",3
"188,594,1855",1
"188,706",91
"188,706,1282",2
"188,706,1783",1
"188,706,1855",41
"188,706,874",1
"188,706,874,1855",1
"188,874",18
"188,874,1783",1
"188,874,1855",11
1880,2735
1881,5612
1882,1928
1883,5390
"1883,1911",14
"1883,1912",1
"1883,1924",2
"1883,1953",17
1884,2213
"1884,1937",995
1885,1874
1886,2069
"1886,1927",1
"1886,1934",4
"1886,1962",12
"1886,1992",1
1887,1922
"1887,1895",1
1888,2031
"1888,1895",10
1889,2526
189,3838
"189,1446",1
"189,1456",8
"189,1518",1
"189,1623",221
"189,1623,1953",1
"189,1642",13
"189,1911",1
"189,1953",2
"189,290",1
"189,290,1623",1
"189,290,609",1
"189,290,609,1623",1
"189,526",3
"189,598",58
"189,598,1623",6
"189,598,609",5
"189,598,609,1623",4
"189,598,924",1
"189,609",65
"189,609,1623",10
"189,609,924",2
"189,765",1
"189,765,1623",1
"189,791",1
"189,791,1623",1
"189,791,1623,1953",1
"189,791,1953",1
"189,924",156
"189,924,1456",1
"189,924,1623",33
1890,2174
1891,1778
1892,2304
"1892,1924",124
1893,2011
1894,2292
1895,3722
"1895,1907",1
"1895,1923",1
"1895,1924",9
"1895,1926",847
"1895,1926,1976",1
"1895,1952",21
"1895,1953",16
"1895,1976",2
"1895,1981",1
1896,4588
1897,8518
1898,2369
1899,2377
19,1883
"19,1153",3
"19,1164",194
"19,1164,1783",2
"19,1672",1
"19,1783",9
"19,1902",1
"19,203",43
"19,203,1164",9
"19,203,705",10
"19,203,705,1164",1
"19,203,705,929",2
"19,203,929",13
"19,203,929,1164",4
"19,705",152
"19,705,1153",1
"19,705,1164",24
"19,705,1783",1
"19,705,929",36
"19,705,929,1164",7
"19,929",551
"19,929,1164",71
"19,929,1164,1783",1
"19,929,1783",2
190,3240
"190,1208",682
"190,1208,1472",11
"190,1472",16
"190,264",4
"190,264,647",1
"190,486",10
"190,486,1208",2
"190,486,1472",1
"190,486,647",3
"190,486,647,1472",1
"190,647",408
"190,647,1208",144
"190,647,1208,1472",5
"190,647,1472",7
"190,647,970",40
"190,647,970,1208",9
"190,970",497
"190,970,1208",78
"190,970,1472",1
1900,13355
"1900,1963",869
1901,1982
1902,1917
1903,1781
1904,2809
"1904,1924",1
1905,1797
1906,2193
1907,2593
1908,2005
1909,1757
191,1926
"191,486",20
"191,486,788",4
"191,788",338
1910,2615
"1910,1912",2
"1910,1912,1953",1
"1910,1924",1
"1910,1953",51
1911,2733
"1911,1912",36
"1911,1924",9
"1911,1932",1
"1911,1944",2
"1911,1953",9
1912,2581
"1912,1924",1
"1912,1932",1
"1912,1944",2
"1912,1953",109
1913,2119
"1913,1953",25
1914,1890
1915,2496
1916,2380
"1916,1979",249
1917,1847
1918,1946
1919,2511
"1919,1996",1
192,2076
"192,1022",70
"192,879",829
"192,879,1022",31
1920,2215
1921,1919
1922,2204
"1922,1973",578
1923,2059
1924,7950
"1924,1953",15
"1924,1965",22
1925,2234
1926,20764
"1926,1943",94
"1926,1956",363
"1926,1976",25
1927,1972
"1927,1934",376
1928,1918
1929,8435
"1929,1953",6
193,1824
"193,1441",94
"193,1704",5
"193,229",64
"193,229,1441",4
"193,229,313",4
"193,229,956",1
"193,313",24
"193,313,1441",1
"193,956",3
1930,6688
1931,2038
"1931,1960",102
"1931,1960,1988",7
"1931,1988",59
1932,4743
"1932,1953",9
1933,2367
1934,11296
"1934,1956",30
"1934,1968",1
1935,1866
"1935,1937",5
"1935,1972",322
1936,1922
1937,7146
"1937,1947",153
"1937,1972",1
1938,4218
"1938,1963",242
1939,1889
"1939,1977",44
194,2780
"194,1053",2
"194,1053,1123",2
"194,1053,1123,1835",1
"194,1053,1835",1
"194,1123",940
"194,1123,1314",1
"194,1123,1314,1835",1
"194,1123,1783",5
"194,1123,1783,1835",1
"194,1123,1799",1
"194,1123,1835",236
"194,1314",2
"194,1314,1783",1
"194,1314,1783,1835",1
"194,1314,1835",2
"194,1427",4
"194,1427,1835",1
"194,1783",9
"194,1783,1835",3
"194,1799",2
"194,1799,1835",1
"194,1835",712
"194,313",31
"194,313,1123",12
"194,313,1123,1314",1
"194,313,1123,1314,1835",1
"194,313,1123,1835",4
"194,313,1314",1
"194,313,1314,1835",1
"194,313,1427",1
"194,313,1783",1
"194,313,1835",6
"194,313,479",1
"194,360",11
"194,360,1123",3
"194,360,1123,1783",1
"194,360,1123,1835",1
"194,360,1783",1
"194,360,1835",3
"194,479",99
"194,479,1123",73
"194,479,1123,1835",20
"194,479,1835",27
"194,691",2
"194,691,1123",1
"194,956",1
1940,2741
"1940,1994",2
1941,1898
1942,5719
"1942,1979",755
1943,1857
1944,4544
"1944,1953",1
1945,2823
1946,2531
1947,1965
1948,2010
1949,2130
195,1798
"195,1047",437
"195,1047,1131",2
"195,1047,1131,1322",2
"195,1047,1230",18
"195,1047,1230,1322",9
"195,1047,1322",329
"195,1047,1322,1647",1
"195,1047,1647",1
"195,1131",3
"195,1131,1322",3
"195,1230",84
"195,1230,1322",53
"195,1322",1001
"195,1322,1647",1
"195,1322,1953",1
"195,1642",1
"195,1647",2
"195,1953",3
"195,609",14
"195,609,1047",4
"195,609,1047,1322",4
"195,609,1230",2
"195,609,1230,1322",1
"195,609,1322",11
"195,791",1
"195,791,1953",1
1950,3451
1951,2214
1952,2146
1953,8557
"1953,1983",4
1954,2043
1955,2121
1956,10429
1957,1813
1958,1954
1959,2139
"1959,1963",13
196,3181
"196,1017",1066
"196,1017,1446",1
"196,1017,1495",2
"196,1446",10
"196,1495",12
"196,1766",2
"196,1862",3
"196,1924",1
1960,17645
"1960,1988",1459
1961,1914
1962,1879
1963,4446
1964,1850
1965,2377
1966,3063
1967,2735
1968,1985
1969,3739
197,2662
"197,1783",25
"197,1783,1862",5
"197,1862",115
"197,562",919
"197,562,1783",3
"197,562,1783,1862",1
"197,562,1862",32
1970,27486
"1970,1975",191
"1970,1995",697
1971,2593
1972,3057
1973,3008
1974,2512
"1974,1997",10
1975,2508
1976,1933
1977,4770
1978,2663
1979,3124
198,1810
"198,1164",147
"198,1164,1439",3
"198,1164,1783",5
"198,1439",57
"198,1704",2
"198,1783",19
"198,313",3
"198,313,315",1
"198,315",1367
"198,315,1164",114
"198,315,1164,1439",1
"198,315,1164,1783",4
"198,315,1439",45
"198,315,1783",12
"198,315,704",230
"198,315,704,1164",22
"198,315,704,1439",14
"198,704",257
"198,704,1164",27
"198,704,1164,1439",1
"198,704,1439",17
"198,704,1783",1
1980,2713
1981,1918
1982,2408
1983,4361
1984,2706
1985,1832
1986,4903
1987,1857
1988,9423
1989,3185
199,1937
"199,1164",170
"199,1164,1439",6
"199,1164,1783",2
"199,1439",48
"199,1783",15
"199,203",1
"199,203,705",1
"199,313",1
"199,476",4
"199,476,1164",1
"199,704",525
"199,704,1164",66
"199,704,1164,1439",2
"199,704,1164,1783",1
"199,704,1439",16
"199,704,1783",4
"199,704,705",80
"199,704,705,1164",7
"199,704,705,1164,1783",1
"199,704,705,1439",4
"199,704,705,1783",1
"199,704,705,806",17
"199,704,705,806,1164",2
"199,704,806",182
"199,704,806,1164",17
"199,704,806,1164,1439",1
"199,704,806,1439",6
"199,704,806,1783",1
"199,705",457
"199,705,1164",38
"199,705,1164,1783",1
"199,705,1439",12
"199,705,1783",3
"199,705,806",77
"199,705,806,1164",9
"199,705,806,1439",1
"199,806",515
"199,806,1164",50
"199,806,1164,1439",4
"199,806,1439",13
"199,806,1783",1
1990,2064
1991,1945
1992,2074
1993,2121
1994,2087
1995,4467
1996,1817
1997,2707
1998,1854
2,4929
"2,1446",85
"2,1875",2
"2,791",604
"2,791,1446",8
"2,791,1875",1
20,1763
200,3628
"200,1246",37
"200,1246,1282",1
"200,1246,1282,1415",1
"200,1246,1415",27
"200,1246,1415,1704",1
"200,1246,1704",1
"200,1282",15
"200,1282,1415",1
"200,1282,1704",1
"200,1314",5
"200,1362",3
"200,1415",191
"200,1415,1704",2
"200,1415,1783",2
"200,1704",209
"200,1704,1783",2
"200,1783",26
"200,1783,1895",1
"200,1895",9
"200,622",8
"200,622,1415",2
"200,622,1704",1
"200,622,629",3
"200,622,629,1415",1
"200,629",2088
"200,629,1246",19
"200,629,1246,1282",1
"200,629,1246,1282,1415",1
"200,629,1246,1415",14
"200,629,1282",8
"200,629,1282,1415",1
"200,629,1314",3
"200,629,1362",2
"200,629,1415",104
"200,629,1415,1783",2
"200,629,1704",112
"200,629,1704,1783",2
"200,629,1783",19
"200,629,1783,1895",1
"200,629,1895",8
"200,629,639",1
"200,629,683",12
"200,629,683,1282",1
"200,629,683,1704",1
"200,629,874",9
"200,629,874,1704",2
"200,629,956",4
"200,629,956,1704",1
"200,639",2
"200,683",15
"200,683,1282",1
"200,683,1704",1
"200,874",21
"200,874,1415",1
"200,874,1415,1704",1
"200,874,1704",3
"200,874,956",1
"200,956",13
"200,956,1704",3
"200,956,1783",1
201,2096
"201,1708",60
"201,866",194
"201,866,1708",15
202,2827
"202,1004",191
"202,1056",100
"202,1056,1271",25
"202,1056,1271,1953",1
"202,1056,1422",1
"202,1056,1953",2
"202,1200",17
"202,1200,1271",2
"202,1200,1422",1
"202,1200,1953",1
"202,1271",231
"202,1271,1422",3
"202,1271,1492",4
"202,1271,1953",3
"202,1422",19
"202,1446",1
"202,1492",69
"202,1610",9
"202,1642",9
"202,1658",2
"202,1953",9
"202,518",69
"202,518,1056",4
"202,518,1271",6
"202,518,609",8
"202,518,609,1271",1
"202,518,609,657",1
"202,518,657",6
"202,518,657,1056",2
"202,518,982",1
"202,609",157
"202,609,1056",6
"202,609,1200",1
"202,609,1271",13
"202,609,1422",1
"202,609,1492",1
"202,609,1610",1
"202,609,1953",1
"202,609,657",6
"202,609,657,1200",1
"202,609,657,1271",1
"202,609,657,791",1
"202,609,714",2
"202,609,791",3
"202,609,870",2
"202,609,870,1422",1
"202,609,982",9
"202,609,982,1271",1
"202,657",51
"202,657,1056",4
"202,657,1056,1271",1
"202,657,1200",6
"202,657,1200,1422",1
"202,657,1271",5
"202,657,1422",4
"202,657,791",1
"202,657,982",1
"202,657,982,1056",1
"202,657,982,1056,1271",1
"202,657,982,1271",1
"202,714",9
"202,714,1422",2
"202,714,870",2
"202,714,870,1422",1
"202,714,982",1
"202,791",6
"202,870",16
"202,870,1056",1
"202,870,1056,1271",1
"202,870,1200",1
"202,870,1200,1271",1
"202,870,1271",2
"202,870,1422",3
"202,870,982",1
"202,982",139
"202,982,1056",3
"202,982,1056,1271",1
"202,982,1271",4
"202,982,1422",2
"202,982,1492",10
"202,982,1610",1
"202,982,1642",1
203,3825
"203,1020",17
"203,1020,1164",2
"203,1020,1164,1321",1
"203,1020,1321",1
"203,1076",1
"203,1099",41
"203,1099,1164",3
"203,1099,1443",10
"203,1099,1443,1783",1
"203,1099,1783",3
"203,1153",44
"203,1153,1164",11
"203,1153,1164,1783",1
"203,1153,1672",3
"203,1153,1783",2
"203,1164",677
"203,1164,1321",7
"203,1164,1414",1
"203,1164,1443",3
"203,1164,1465",2
"203,1164,1562",3
"203,1164,1562,1783",2
"203,1164,1598",1
"203,1164,1691",1
"203,1164,1696",19
"203,1164,1704",2
"203,1164,1783",30
"203,1164,1902",5
"203,1321",34
"203,1347",2
"203,1347,1562",1
"203,1361",8
"203,1361,1443",1
"203,1361,1783",1
"203,1414",15
"203,1439",1
"203,1443",88
"203,1443,1783",3
"203,1465",33
"203,1562",8
"203,1562,1598",1
"203,1562,1783",2
"203,1598",6
"203,1672",7
"203,1691",13
"203,1691,1783",1
"203,1696",135
"203,1696,1783",5
"203,1704",3
"203,1704,1783",1
"203,1783",162
"203,1783,1902",1
"203,1902",40
"203,272",17
"203,272,1020",3
"203,272,1321",1
"203,272,1465",1
"203,272,496",3
"203,272,705",1
"203,272,705,1465",1
"203,313",5
"203,363",30
"203,363,1164",3
"203,363,1465",4
"203,363,458",1
"203,363,476",1
"203,363,476,705",1
"203,363,705",22
"203,363,705,1164",2
"203,363,705,1465",4
"203,424",40
"203,424,1164",12
"203,424,1783",2
"203,424,705",7
"203,424,705,1164",2
"203,458",197
"203,458,1099",5
"203,458,1099,1443",3
"203,458,1099,1783",1
"203,458,1164",18
"203,458,1164,1783",3
"203,458,1361",2
"203,458,1443",15
"203,458,1465",1
"203,458,1783",15
"203,458,486",5
"203,458,486,1164",1
"203,458,486,1164,1783",1
"203,458,486,1783",1
"203,458,486,705",1
"203,458,705",18
"203,458,705,1164",1
"203,458,705,1361",1
"203,458,705,1443",2
"203,458,705,1465",1
"203,458,705,1783",1
"203,458,705,758",1
"203,458,705,762",1
"203,458,758",17
"203,458,758,1164",1
"203,458,758,1443",4
"203,458,758,1783",1
"203,458,758,821",1
"203,458,762",8
"203,458,821",3
"203,458,821,1164",1
"203,468",3
"203,468,1164",1
"203,476",20
"203,476,1164",1
"203,476,1691",1
"203,476,1696",2
"203,476,1783",2
"203,476,705",8
"203,476,705,1691",1
"203,476,929",1
"203,486",35
"203,486,1164",6
"203,486,1164,1783",1
"203,486,1361",1
"203,486,1783",4
"203,486,705",7
"203,486,971",1
"203,496",76
"203,496,1020",4
"203,496,1020,1164",1
"203,496,1164",7
"203,496,1164,1321",1
"203,496,1321",9
"203,496,1562",1
"203,496,1783",1
"203,496,705",14
"203,496,705,1164",2
"203,496,705,1321",1
"203,496,705,1562",1
"203,496,705,1783",1
"203,704",28
"203,704,1164",9
"203,704,1164,1783",1
"203,704,1439",1
"203,704,1783",1
"203,704,705",3
"203,704,705,1164",2
"203,704,806",1
"203,705",860
"203,705,1076",1
"203,705,1099",10
"203,705,1099,1164",1
"203,705,1099,1443",1
"203,705,1099,1443,1783",1
"203,705,1099,1783",1
"203,705,1153",20
"203,705,1153,1164",3
"203,705,1153,1164,1783",1
"203,705,1153,1672",1
"203,705,1153,1783",2
"203,705,1164",234
"203,705,1164,1321",2
"203,705,1164,1414",1
"203,705,1164,1443",1
"203,705,1164,1465",2
"203,705,1164,1562",1
"203,705,1164,1562,1783",1
"203,705,1164,1696",7
"203,705,1164,1704",1
"203,705,1164,1783",4
"203,705,1164,1902",3
"203,705,1321",9
"203,705,1361",1
"203,705,1414",7
"203,705,1443",17
"203,705,1443,1783",1
"203,705,1465",22
"203,705,1562",2
"203,705,1562,1783",1
"203,705,1672",1
"203,705,1691",3
"203,705,1696",47
"203,705,1704",1
"203,705,1783",21
"203,705,1783,1902",1
"203,705,1902",8
"203,705,758",8
"203,705,758,1164",3
"203,705,758,1164,1443",1
"203,705,758,1443",2
"203,705,762",1
"203,705,929",66
"203,705,929,1153",1
"203,705,929,1164",19
"203,758",77
"203,758,1099",5
"203,758,1099,1164",1
"203,758,1164",7
"203,758,1164,1443",1
"203,758,1443",11
"203,758,1443,1783",1
"203,758,1783",4
"203,758,821",1
"203,758,939",1
"203,758,971",2
"203,762",13
"203,762,1164",1
"203,806",7
"203,821",13
"203,821,1164",2
"203,821,1443",3
"203,821,939",1
"203,821,939,1164",1
"203,929",227
"203,929,1153",2
"203,929,1153,1164",1
"203,929,1164",60
"203,929,1164,1783",1
"203,929,1783",5
"203,929,1902",2
"203,939",3
"203,939,1164",1
"203,956",1
"203,971",5
"203,971,1164",1
"203,971,1691",1
"203,971,1691,1783",1
"203,971,1783",1
204,2049
"204,1227",4
"204,454",16
205,3974
"205,1435",70
"205,1435,1742",2
"205,1435,1742,1829",1
"205,1435,1809",5
"205,1435,1829",1
"205,1545",46
"205,1545,1603",4
"205,1545,1603,1742",2
"205,1545,1742",21
"205,1603",463
"205,1603,1705",3
"205,1603,1742",17
"205,1603,1809",1
"205,1705",99
"205,1705,1742",11
"205,1705,1781",1
"205,1705,1809",1
"205,1742",279
"205,1742,1781",2
"205,1742,1829",1
"205,1781",29
"205,1781,1809",1
"205,1809",32
"205,1829",3
"205,267",50
"205,267,1435",4
"205,267,1603",2
"205,267,1781",5
"205,267,1809",1
"205,267,486",3
"205,267,486,1435",1
"205,267,492",1
"205,267,819",2
"205,486",57
"205,486,1435",4
"205,486,1435,1809",2
"205,486,1603",1
"205,486,1705",6
"205,486,1809",2
"205,486,492",1
"205,486,819",2
"205,486,819,1705",1
"205,486,971",1
"205,492",114
"205,492,1545",5
"205,492,1545,1742",3
"205,492,1603",1
"205,492,1705",12
"205,492,1705,1742",3
"205,492,1742",26
"205,492,819",1
"205,819",63
"205,819,1435",1
"205,819,1435,1809",1
"205,819,1545",1
"205,819,1603",1
"205,819,1705",1
"205,819,1742",4
"205,819,1809",1
"205,956",1
"205,971",1
206,3192
"206,1050",30
"206,1050,1103",1
"206,1050,1206",3
"206,1050,1206,1331",1
"206,1050,1331",8
"206,1050,1446",1
"206,1050,1518",2
"206,1103",194
"206,1103,1206",46
"206,1103,1206,1331",21
"206,1103,1206,1331,1518",1
"206,1103,1206,1518",1
"206,1103,1331",83
"206,1103,1331,1518",4
"206,1103,1331,1911",1
"206,1103,1331,1912",1
"206,1103,1518",7
"206,1103,1911",2
"206,1103,1912",2
"206,1206",741
"206,1206,1331",203
"206,1206,1331,1518",11
"206,1206,1331,1518,1912",1
"206,1206,1331,1911",2
"206,1206,1331,1912",4
"206,1206,1446",1
"206,1206,1446,1518",1
"206,1206,1518",28
"206,1206,1518,1911",1
"206,1206,1518,1912",1
"206,1206,1911",5
"206,1206,1912",8
"206,1331",848
"206,1331,1446",11
"206,1331,1446,1518",2
"206,1331,1446,1912",1
"206,1331,1518",38
"206,1331,1518,1912",1
"206,1331,1774",1
"206,1331,1911",10
"206,1331,1912",8
"206,1446",26
"206,1446,1518",3
"206,1446,1912",2
"206,1518",128
"206,1518,1911",1
"206,1518,1912",1
"206,1774",1
"206,1911",16
"206,1912",22
"206,1924",1
"206,333",1124
"206,333,1050",4
"206,333,1050,1331",2
"206,333,1103",69
"206,333,1103,1331",31
"206,333,1103,1331,1518",1
"206,333,1103,1518",1
"206,333,1331",352
"206,333,1331,1446",1
"206,333,1331,1518",12
"206,333,1446",4
"206,333,1518",33
"206,333,1912",1
"206,598",6
"206,598,1103",1
"206,598,1103,1331",1
"206,598,1331",4
207,1869
"207,1306",321
"207,875",450
"207,875,1306",108
208,5539
"208,1141",1101
"208,1141,1561",37
"208,1141,1628",1
"208,1314",1
"208,1348",179
"208,1348,1561",4
"208,1561",144
"208,1561,1621",1
"208,1561,1783",2
"208,1621",34
"208,1621,1823",4
"208,1628",22
"208,1628,1783",1
"208,1628,1823",2
"208,1783",26
"208,1823",22
"208,295",80
"208,295,1561",2
"208,295,1628",1
"208,295,640",32
"208,295,640,1561",1
"208,295,640,1628",1
"208,392",725
"208,392,1314",1
"208,392,1561",19
"208,392,1621",17
"208,392,1621,1823",2
"208,392,1628",3
"208,392,1783",2
"208,392,1823",12
"208,392,640",580
"208,392,640,1314",1
"208,392,640,1561",18
"208,392,640,1621",14
"208,392,640,1621,1823",2
"208,392,640,1628",2
"208,392,640,1783",2
"208,392,640,1823",12
"208,640",3559
"208,640,1141",937
"208,640,1141,1561",36
"208,640,1141,1628",1
"208,640,1314",1
"208,640,1348",106
"208,640,1348,1561",3
"208,640,1561",125
"208,640,1561,1783",2
"208,640,1621",22
"208,640,1621,1823",2
"208,640,1628",17
"208,640,1628,1823",2
"208,640,1783",19
"208,640,1823",18
"208,640,898",370
"208,640,898,1141",129
"208,640,898,1141,1561",1
"208,640,898,1348",12
"208,640,898,1561",5
"208,898",550
"208,898,1141",167
"208,898,1141,1561",1
"208,898,1348",21
"208,898,1561",6
"208,956",1
"208,956,1141",1
209,1819
"209,1100",173
"209,1100,1152",14
"209,1100,1628",5
"209,1152",308
"209,1152,1628",4
"209,1628",35
"209,1704",1
"209,313",2
"209,313,1152",1
"209,851",26
"209,851,1100",6
"209,851,1100,1152",1
"209,851,1152",8
21,5302
"21,1018",4
"21,1063",1066
"21,1063,1435",10
"21,1063,1435,1769",5
"21,1063,1769",458
"21,1063,1769,1783",11
"21,1063,1783",27
"21,110",105
"21,110,1063",12
"21,110,1063,1769",2
"21,110,1769",37
"21,110,1769,1783",1
"21,110,1783",2
"21,110,602",4
"21,110,602,1769",2
"21,1435",35
"21,1435,1769",17
"21,1435,1769,1783",1
"21,1435,1783",2
"21,1769",1509
"21,1769,1783",31
"21,1769,1783,1886",1
"21,1769,1886",1
"21,1783",67
"21,1783,1886",1
"21,1886",1
"21,602",177
"21,602,1018",1
"21,602,1063",41
"21,602,1063,1435",1
"21,602,1063,1769",17
"21,602,1063,1769,1783",1
"21,602,1063,1783",1
"21,602,1435",4
"21,602,1435,1769",1
"21,602,1769",52
"21,602,1769,1783",1
"21,602,1783",5
"21,956",7
"21,956,1063",2
"21,956,1769",1
"21,971",1
210,1898
"210,1608",13
211,1931
"211,1777",326
"211,1777,1783",12
"211,1783",69
"211,741",605
"211,741,1777",69
"211,741,1777,1783",5
"211,741,1783",21
212,2024
"212,1001",61
"212,1001,1427",5
"212,1001,1799",1
"212,1001,1834",2
"212,1001,1887",1
"212,1150",3
"212,1427",60
"212,1704",1
"212,1799",11
"212,1824",35
"212,1834",7
"212,1887",8
"212,249",4
"212,249,313",1
"212,249,313,560",1
"212,249,437",2
"212,249,437,560",1
"212,249,560",3
"212,313",123
"212,313,1001",9
"212,313,1001,1427",3
"212,313,1150",2
"212,313,1427",11
"212,313,1704",1
"212,313,1799",1
"212,313,1824",2
"212,313,1887",1
"212,313,437",74
"212,313,437,1001",6
"212,313,437,1001,1427",3
"212,313,437,1150",2
"212,313,437,1427",9
"212,313,437,1799",1
"212,313,437,1824",1
"212,313,437,1887",1
"212,313,437,560",40
"212,313,437,560,1001",1
"212,313,437,560,1150",2
"212,313,437,560,1427",5
"212,313,437,560,1799",1
"212,313,437,560,749",1
"212,313,437,749",2
"212,313,560",61
"212,313,560,1001",1
"212,313,560,1150",2
"212,313,560,1427",6
"212,313,560,1704",1
"212,313,560,1799",1
"212,313,560,749",2
"212,313,749",4
"212,342",3
"212,342,437",1
"212,342,560",2
"212,342,560,908",1
"212,342,908",1
"212,437",996
"212,437,1001",35
"212,437,1001,1427",3
"212,437,1001,1799",1
"212,437,1001,1834",1
"212,437,1150",3
"212,437,1427",37
"212,437,1799",9
"212,437,1824",26
"212,437,1834",3
"212,437,1887",4
"212,437,560",342
"212,437,560,1001",15
"212,437,560,1001,1799",1
"212,437,560,1150",3
"212,437,560,1427",20
"212,437,560,1799",4
"212,437,560,1824",12
"212,437,560,1834",1
"212,437,560,1887",1
"212,437,560,749",8
"212,437,560,908",1
"212,437,655",1
"212,437,691",2
"212,437,749",21
"212,437,908",3
"212,560",602
"212,560,1001",21
"212,560,1001,1799",1
"212,560,1150",3
"212,560,1427",30
"212,560,1704",1
"212,560,1799",5
"212,560,1824",14
"212,560,1834",1
"212,560,1887",1
"212,560,749",9
"212,560,908",4
"212,655",1
"212,691",2
"212,749",28
"212,765",1
"212,908",8
213,7301
"213,1041",53
"213,1041,1208",17
"213,1041,1208,1924",1
"213,1041,1924",5
"213,1109",24
"213,1109,1208",10
"213,1109,1472",1
"213,1109,1904",1
"213,1208",3820
"213,1208,1472",78
"213,1208,1472,1904",1
"213,1208,1857",2
"213,1208,1904",193
"213,1208,1924",11
"213,1472",89
"213,1472,1904",1
"213,1857",3
"213,1904",375
"213,1924",27
"213,230",630
"213,230,1208",325
"213,230,1208,1472",1
"213,230,1472",1
"213,230,375",139
"213,230,375,1208",71
"213,230,375,486",1
"213,230,375,588",3
"213,230,375,588,1208",1
"213,230,486",4
"213,230,486,1208",3
"213,230,486,1208,1472",1
"213,230,486,1472",1
"213,230,588",13
"213,230,588,1208",6
"213,364",33
"213,364,1041",4
"213,364,1041,1208",3
"213,364,1208",14
"213,375",918
"213,375,1109",1
"213,375,1208",590
"213,375,1208,1472",4
"213,375,1472",5
"213,375,486",7
"213,375,486,1208",4
"213,375,588",44
"213,375,588,1208",30
"213,486",108
"213,486,1208",59
"213,486,1208,1472",2
"213,486,1208,1904",1
"213,486,1472",2
"213,486,1904",1
"213,486,588",4
"213,486,588,1208",4
"213,510",1
"213,510,1208",1
"213,588",318
"213,588,1208",211
"213,588,1208,1472",12
"213,588,1208,1904",1
"213,588,1208,1924",1
"213,588,1472",14
"213,588,1904",3
